date,ts_code,industry_name,lead_stock,close_price,pct_change,industry_index,company_num,pct_change_stock,net_buy_amount,net_sell_amount,net_inflow,etf_code,etf_name
20260813,886015.TI,创新药,新赣江,31.13,1.78,1354.6,280,29.6,544.0,493.0,50.0,510660,创新药ETF
20260813,885927.TI,CRO概念,博济医药,14.45,3.13,1039.8,76,20.02,236.0,218.0,18.0,510660,创新药ETF
20260813,886051.TI,减肥药,博济医药,14.45,1.92,1511.05,66,20.02,179.0,169.0,9.0,510660,创新药ETF
20260813,885947.TI,DRG/DIP,国科恒泰,9.19,-1.62,950.18,22,2.11,20.0,21.0,0.0,159929,医药ETF
20260813,885780.TI,啤酒概念,好想你,11.5,-1.05,1502.3,29,3.14,17.0,19.0,-2.0,512690,白酒ETF
20260813,885462.TI,乳业,一鸣食品,33.43,0.51,2008.51,35,10.0,18.0,22.0,-4.0,510150,消费ETF
20260813,885874.TI,云游戏,游族网络,13.38,-0.75,1508.47,27,10.03,79.0,85.0,-6.0,159869,游戏ETF
20260813,885951.TI,预制菜,得利斯,4.15,-0.66,1016.02,101,4.27,45.0,53.0,-7.0,510150,消费ETF
20260813,885982.TI,华为欧拉,四川长虹,7.05,-1.56,1393.04,47,2.77,47.0,57.0,-10.0,515230,软件ETF
20260813,886000.TI,一体化压铸,胜利精密,2.91,-1.76,1191.38,54,4.3,41.0,54.0,-12.0,515030,新能源车ETF
20260813,886054.TI,光刻机,炬光科技,255.86,-2.23,2568.6,51,4.21,201.0,215.0,-13.0,588710,科创半导体设备ETF
20260813,885733.TI,航运概念,安通控股,4.58,-0.96,1645.98,86,6.26,57.0,70.0,-13.0,510300,沪深300ETF
20260813,886076.TI,军工信息化,四创电子,18.9,-1.49,1593.11,114,3.67,69.0,87.0,-18.0,512660,军工ETF
20260813,885884.TI,航空发动机,西部材料,42.82,-1.6,3145.1,97,5.31,143.0,162.0,-19.0,512660,军工ETF
20260813,885928.TI,钠离子电池,多氟多,38.97,-1.55,1248.13,143,4.2,274.0,294.0,-19.0,516160,新能源ETF
