date,ts_code,industry_name,lead_stock,close_price,pct_change,industry_index,company_num,pct_change_stock,net_buy_amount,net_sell_amount,net_inflow,etf_code,etf_name
20260910,886042.TI,存储芯片,太极实业,19.98,-0.27,2562.82,203,10.02,741.0,723.0,18.0,512480,半导体ETF
20260910,885864.TI,光刻胶,斯迪克,53.59,-1.18,4719.32,79,8.7,90.0,87.0,3.0,588710,科创半导体设备ETF
20260910,885947.TI,DRG/DIP,ST荣科,7.3,-0.14,887.74,22,18.31,6.0,5.0,0.0,159929,医药ETF
20260910,886054.TI,光刻机,富乐德,44.35,-0.98,2488.54,52,8.97,106.0,107.0,-1.0,588710,科创半导体设备ETF
20260910,885874.TI,云游戏,游族网络,13.64,-0.37,1467.83,27,10.0,41.0,43.0,-1.0,159869,游戏ETF
20260910,885733.TI,航运概念,闽东电力,12.62,-0.58,1747.56,87,10.03,110.0,112.0,-2.0,510300,沪深300ETF
20260910,886076.TI,军工信息化,ST信源,2.76,-0.89,1558.58,114,6.15,48.0,52.0,-4.0,512660,军工ETF
20260910,885982.TI,华为欧拉,ST荣科,7.3,-0.64,1375.9,47,18.31,28.0,32.0,-4.0,515230,软件ETF
20260910,886000.TI,一体化压铸,*ST春兴,2.69,-1.51,1180.99,54,3.46,30.0,36.0,-5.0,515030,新能源车ETF
20260910,885878.TI,HJT电池,*ST宝馨,2.41,-0.85,2909.48,69,10.05,71.0,76.0,-5.0,516290,光伏ETF
20260910,885603.TI,网络游戏,游族网络,13.64,-0.73,1587.75,66,10.0,86.0,93.0,-6.0,159869,游戏ETF
20260910,885462.TI,乳业,新农开发,9.64,-2.64,2093.36,35,10.05,22.0,29.0,-7.0,510150,消费ETF
20260910,886058.TI,华为昇腾,星环科技,110.17,-0.91,1437.54,105,4.87,51.0,60.0,-8.0,515230,软件ETF
20260910,885456.TI,互联网金融,国创高新,3.47,-0.71,5849.81,215,10.16,158.0,167.0,-8.0,512880,证券ETF
20260910,885927.TI,CRO概念,百诚医药,48.5,-2.44,951.99,77,4.03,71.0,81.0,-9.0,510660,创新药ETF
20260910,885819.TI,电力物联网,鼎信通讯,7.29,-1.34,1924.29,85,9.96,36.0,45.0,-9.0,561380,电网设备ETF
20260910,886004.TI,虚拟电厂,华银电力,7.0,-0.38,1487.1,157,10.06,136.0,148.0,-11.0,561380,电网设备ETF
20260910,885866.TI,数字货币,ST信源,2.76,-1.06,1922.78,91,6.15,67.0,79.0,-12.0,515230,软件ETF
20260910,885930.TI,工业母机,*ST宝馨,2.41,-1.77,1856.41,117,10.05,127.0,141.0,-13.0,159638,高端装备ETF
20260910,885343.TI,稀土永磁,亚振家居,45.43,-1.37,3482.94,65,4.08,69.0,83.0,-13.0,512400,有色ETF
20260910,885980.TI,华为鲲鹏,ST荣科,7.3,-0.77,1303.55,176,18.31,97.0,110.0,-13.0,515230,软件ETF
20260910,885956.TI,智慧政务,ST荣科,7.3,-0.73,1372.74,222,18.31,113.0,128.0,-14.0,515230,软件ETF
20260910,885780.TI,啤酒概念,红棉股份,4.46,-2.06,1535.05,29,2.29,25.0,42.0,-16.0,512690,白酒ETF
20260910,885951.TI,预制菜,克明食品,9.6,-2.44,1078.61,101,9.97,60.0,78.0,-17.0,510150,消费ETF
20260910,886006.TI,钙钛矿电池,*ST宝馨,2.41,-0.74,1061.08,92,10.05,126.0,144.0,-17.0,516290,光伏ETF
20260910,886051.TI,减肥药,石药创新,42.63,-2.34,1360.67,66,2.18,52.0,72.0,-19.0,510660,创新药ETF
20260910,885497.TI,旅游概念,ST豆神,5.57,-0.69,2746.63,151,11.62,97.0,117.0,-19.0,510150,消费ETF
20260910,885884.TI,航空发动机,航发科技,42.6,-1.53,3160.51,99,4.21,108.0,129.0,-20.0,512660,军工ETF
20260910,885876.TI,网红经济,酷特智能,19.67,-1.9,1434.16,118,3.91,54.0,75.0,-21.0,512980,传媒ETF
20260910,885757.TI,区块链,天亿马,36.77,-0.91,1442.77,261,8.63,201.0,222.0,-21.0,515230,软件ETF
20260910,886008.TI,减速器,阿尔特,13.39,-2.21,1794.54,139,4.69,83.0,105.0,-22.0,562500,机器人ETF
20260910,885999.TI,汽车热管理,盾安环境,13.14,-2.01,1994.06,143,5.54,120.0,142.0,-22.0,515030,新能源车ETF
20260910,886013.TI,信创,ST荣科,7.3,-0.9,1925.94,303,18.31,207.0,230.0,-22.0,515230,软件ETF
20260910,885914.TI,煤炭概念,华银电力,7.0,-0.91,2402.48,89,10.06,114.0,138.0,-23.0,515220,煤炭ETF
20260910,885530.TI,黄金概念,宝鼎科技,50.35,-1.3,3825.69,83,5.96,163.0,188.0,-24.0,512400,有色ETF
20260910,885566.TI,大飞机,再升科技,9.96,-1.2,3597.8,155,10.05,158.0,183.0,-24.0,512660,军工ETF
20260910,885743.TI,军民融合,国瑞科技,11.59,-1.15,1516.04,245,6.92,233.0,258.0,-25.0,512660,军工ETF
20260910,885936.TI,绿色电力,华银电力,7.0,-0.47,1161.68,427,10.06,410.0,435.0,-25.0,516160,新能源ETF
20260910,886038.TI,超导概念,中信金属,12.64,-1.59,2434.79,32,3.78,75.0,101.0,-26.0,561380,电网设备ETF
20260910,885775.TI,燃料电池,长城电工,8.68,-1.46,1936.83,213,10.01,183.0,209.0,-26.0,516160,新能源ETF
20260910,885923.TI,鸿蒙概念,ST荣科,7.3,-1.07,1723.62,260,18.31,139.0,166.0,-26.0,515230,软件ETF
20260910,885919.TI,碳中和,华银电力,7.0,-0.86,1921.24,277,10.06,218.0,245.0,-26.0,516160,新能源ETF
20260910,885908.TI,第三代半导体,气派科技,32.92,-1.25,2481.11,181,6.16,354.0,381.0,-27.0,512480,半导体ETF
20260910,885574.TI,卫星导航,超声电子,18.7,-1.06,4392.93,280,10.0,325.0,353.0,-27.0,515880,通信ETF
20260910,885362.TI,云计算,ST荣科,7.3,-0.93,3670.12,224,18.31,201.0,229.0,-27.0,515230,软件ETF
20260910,886031.TI,ChatGPT概念,中新赛克,21.37,-1.06,1720.76,140,9.98,106.0,136.0,-29.0,159381,创业板人工智能ETF
20260910,885928.TI,钠离子电池,ST南都,4.33,-1.45,1205.93,143,6.13,182.0,212.0,-30.0,516160,新能源ETF
20260910,886050.TI,算力租赁,天亿马,36.77,-1.11,1373.45,188,8.63,203.0,236.0,-33.0,515230,软件ETF
20260910,885934.TI,元宇宙,环旭电子,27.92,-1.14,1774.76,181,10.01,146.0,184.0,-37.0,159869,游戏ETF
20260910,885945.TI,汽车芯片,气派科技,32.92,-0.95,1296.36,143,6.16,298.0,335.0,-37.0,512480,半导体ETF
20260910,886041.TI,数据要素,ST荣科,7.3,-1.01,1163.07,399,18.31,259.0,297.0,-38.0,515230,软件ETF
20260910,886019.TI,AIGC概念,ST豆神,5.57,-1.22,1973.45,296,11.62,244.0,283.0,-39.0,159381,创业板人工智能ETF
20260910,886037.TI,6G概念,明阳电路,26.93,-0.88,2428.83,98,8.68,271.0,312.0,-40.0,515880,通信ETF
